iter	Logloss
362	0.5591941003
363	0.5589340462
364	0.5587368405
365	0.5585537943
366	0.5583729247
367	0.5583559774
368	0.5581608768
369	0.5580610521
370	0.5577220096
371	0.5574576269
372	0.5572159424
373	0.5569106774
374	0.5567600526
375	0.5565900308
376	0.5564083121
377	0.5563569737
378	0.5561014399
379	0.5557779697
380	0.5555174949
381	0.5553413302
382	0.5549901336
383	0.5547727603
384	0.5545824937
385	0.554347859
386	0.5540220909
387	0.5536611842
388	0.5534699212
389	0.5532813352
390	0.5529428997
391	0.5526437462
392	0.5523434032
393	0.5521394633
394	0.5519227922
395	0.5516631565
396	0.5513982861
397	0.5512467737
398	0.5509703364
399	0.5507702616
400	0.5506044717
401	0.550463763
402	0.5501030998
403	0.5498536273
404	0.5495994802
405	0.5494327535
406	0.5490790414
407	0.5489634713
408	0.5489407215
409	0.548810518
410	0.5486941947
411	0.5485265884
412	0.5482260516
413	0.5478953882
414	0.5476252889
415	0.5474195398
416	0.5471245477
417	0.5469820119
418	0.5468445513
419	0.5466322801
420	0.5463413952
421	0.5462258052
422	0.5459157336
423	0.5459156326
424	0.5457268239
425	0.5454875856
426	0.5453889688
427	0.5451274428
428	0.5449189199
429	0.5447253824
430	0.5444143214
431	0.5442714277
432	0.5441991151
433	0.5441163869
434	0.5440497209
435	0.5438444123
436	0.5436229072
437	0.5434404618
438	0.5432895245
439	0.5429637221
440	0.5426873281
441	0.5424926564
442	0.5422740109
443	0.5420061984
444	0.5417459984
445	0.5415682942
446	0.5413550117
447	0.5411346644
448	0.5410375912
449	0.5407662849
450	0.5405551049
451	0.5403655758
452	0.5401877823
453	0.5398067902
454	0.5396648861
455	0.5394905232
456	0.5392746994
457	0.5390975795
458	0.5388100502
459	0.5385099618
460	0.5381819022
461	0.5379528367
462	0.5378218798
463	0.5375717102
464	0.5374611567
465	0.5371721275
466	0.537102178
467	0.5368965757
468	0.5366872996
469	0.5364867808
470	0.5361021118
471	0.5358877509
472	0.5356428755
473	0.535272456
474	0.5350601461
475	0.5348918204
476	0.5347111772
477	0.5344703618
478	0.5343201784
479	0.5340907747
480	0.5338178401
481	0.5335724809
482	0.5334336395
483	0.5332706849
484	0.5330132534
485	0.5327722556
486	0.5323054299
487	0.5320408452
488	0.5320049904
489	0.5318730041
490	0.5316192549
491	0.5314604928
492	0.5312743367
493	0.531020689
494	0.5307336325
495	0.5304619722
496	0.5302382104
497	0.5300679253
498	0.5299078825
499	0.5297878473
500	0.5293445237
501	0.529110507
502	0.5287974055
503	0.5286823647
504	0.5284081845
505	0.5280418025
506	0.5279152327
507	0.5276951771
508	0.527513653
509	0.5273648558
510	0.5271754199
511	0.5269854901
512	0.5268541824
513	0.5267033035
514	0.5265448594
515	0.5264255413
516	0.5262480465
517	0.5260470296
518	0.5258518333
519	0.5256521118
520	0.5254620157
521	0.5252244612
522	0.5250004208
523	0.5247767551
524	0.5245941708
525	0.5244851621
526	0.5242064064
527	0.5239786502
528	0.5238100464
529	0.5234778709
530	0.5232337655
531	0.522964235
532	0.5227718517
533	0.5224412954
534	0.5221688596
535	0.5220300934
536	0.5217761082
537	0.5216538174
538	0.521503804
539	0.5213195464
540	0.5210368636
541	0.5209156143
542	0.5207087014
543	0.5203949319
544	0.5201471349
545	0.5200298618
546	0.5197809099
547	0.5195107222
548	0.5192056511
549	0.5190842949
550	0.5189164221
551	0.518695211
552	0.5184520543
553	0.5182389925
554	0.5181173761
555	0.5178058247
556	0.5175079969
557	0.5173837176
558	0.5171797944
559	0.5168555862
560	0.5165296568
561	0.5163832771
562	0.5162456772
563	0.515966774
564	0.5157670436
565	0.5156168075
566	0.515505788
567	0.5152030562
568	0.515100438
569	0.5147596066
570	0.514561119
571	0.5142580072
572	0.5140668913
573	0.5139263665
574	0.5136864948
575	0.5132959714
576	0.5130419561
577	0.5128920577
578	0.5127747715
579	0.5126758909
580	0.5124984553
581	0.5121906202
582	0.5119773768
583	0.5118137667
584	0.5115389948
585	0.5113790575
586	0.511117347
587	0.510888386
588	0.5106961777
589	0.5105171681
590	0.5103012311
591	0.5100626188
592	0.5098181094
593	0.5095700537
594	0.5093957485
595	0.5090479961
596	0.508792029
597	0.5085475244
598	0.5084039433
599	0.5083028798
600	0.5080678511
601	0.5075600985
602	0.5073362147
603	0.5071790367
604	0.5068424589
605	0.5066224107
606	0.5063693049
607	0.5061652334
608	0.5060459311
609	0.5057629275
610	0.5055793314
611	0.5053826424
612	0.5051778816
613	0.5048749081
614	0.5046161962
615	0.5044697326
616	0.5042794854
617	0.5040026473
618	0.5037176335
619	0.5034664174
620	0.5031493002
621	0.5028971319
622	0.5026562634
623	0.5022784317
624	0.502092944
625	0.5019726692
626	0.5017213399
627	0.5015228923
628	0.5013291095
629	0.5011040638
630	0.5008951014
631	0.5006695361
632	0.5004012042
633	0.5001708276
634	0.4998534035
635	0.4996043398
636	0.4993987469
637	0.4992093305
638	0.4989861639
639	0.4987595506
640	0.498485529
641	0.4983129718
642	0.4980795081
643	0.4978436318
644	0.4976798704
645	0.4973989695
646	0.4971691418
647	0.4969804089
648	0.4968590279
649	0.496730747
650	0.4965296532
651	0.4962590981
652	0.4960225716
653	0.4957762337
654	0.4955705753
655	0.4952911635
656	0.4949931315
657	0.4947829955
658	0.4944840381
659	0.4942981525
660	0.4940888298
661	0.4938682536
662	0.4937034586
663	0.4934435356
664	0.4931796064
665	0.4929221943
666	0.4927425163
667	0.4925124433
668	0.4922759185
669	0.4920244243
670	0.4918571041
671	0.4916240809
672	0.4913389999
673	0.4912503545
674	0.4910814364
675	0.490858589
676	0.4907176569
677	0.490563259
678	0.4904197656
679	0.4902146825
680	0.4899915261
681	0.4898703792
682	0.4897268045
683	0.4894918626
684	0.4892160076
685	0.4888492507
686	0.4887700446
687	0.4884994906
688	0.4882644438
689	0.4880614597
690	0.4878029405
691	0.4874982286
692	0.4873492357
693	0.4870598189
694	0.4868411851
695	0.4864731631
696	0.4863588394
697	0.4862062636
698	0.4860545725
699	0.4859087396
700	0.485691192
701	0.485527304
702	0.485363472
703	0.4851393525
704	0.4849917779
705	0.4848483992
706	0.4845998096
707	0.4844888872
708	0.4843306371
709	0.4840665766
710	0.4839188493
711	0.4836775274
712	0.4834913819
713	0.4831404431
714	0.4830016945
715	0.4828165928
716	0.4826387172
717	0.482484518
718	0.4822861632
719	0.4820793792
720	0.4819111288
721	0.4816700766
722	0.4813993214
723	0.4811291177
724	0.4808429112
725	0.4806161715
726	0.4804826532
727	0.4803391276
728	0.4800544335
729	0.4797529599
730	0.4794538583
731	0.4792979551
732	0.4790783312
733	0.478992288
734	0.4787828631
735	0.4786048835
736	0.4782904964
737	0.4780843643
738	0.4778833276
739	0.4776175872
740	0.4775172305
741	0.4772986629
742	0.4771601161
743	0.4769715538
744	0.4768196973
745	0.4766568235
746	0.4764779976
747	0.4762548003
748	0.4760388057
749	0.4758813509
750	0.4756883322
751	0.475506259
752	0.4754021541
753	0.4751252866
754	0.4749109346
755	0.4746728199
756	0.4745068689
757	0.4741601614
758	0.4739890807
759	0.4737548559
760	0.4736533224
761	0.4733348548
762	0.4732557444
763	0.4730158686
764	0.4728779577
765	0.4728021598
766	0.4725067738
767	0.4723451124
768	0.4721971058
769	0.472030001
770	0.4716805798
771	0.4715379526
772	0.4713762576
773	0.4712335294
774	0.4710559917
775	0.4707772649
776	0.4704349236
777	0.470095827
778	0.469933964
779	0.4697961756
780	0.4695564933
781	0.4693568952
782	0.4691311593
783	0.4689565843
784	0.4686838432
785	0.4684894002
786	0.4683400049
787	0.4680931187
788	0.4678681191
789	0.467702763
790	0.4674952185
791	0.4672329458
792	0.4669704341
793	0.4667677039
794	0.4666721097
795	0.4665103302
796	0.4663368771
797	0.466069675
798	0.4659488962
799	0.4655627127
800	0.4652813641
801	0.4651022028
802	0.4648589601
803	0.4645490032
804	0.4643752436
805	0.4641031748
806	0.4638840525
807	0.4637302588
808	0.4635545335
809	0.4633822659
810	0.4632074138
811	0.4629452361
812	0.4628072848
813	0.4625848065
814	0.462408282
815	0.4622326815
816	0.4620385503
817	0.4617708023
818	0.461533106
819	0.4612202021
820	0.4609989468
821	0.460779096
822	0.4605591424
823	0.4604099313
824	0.4601039408
825	0.4599286397
826	0.4597711673
827	0.4596795939
828	0.4594880919
829	0.4592202085
830	0.4589624279
831	0.4588235696
832	0.458671207
833	0.4585145827
834	0.4583021176
835	0.4580989373
836	0.457996133
837	0.4578836838
838	0.4577143601
839	0.4574863678
840	0.4573654179
841	0.4571306649
842	0.4569351741
843	0.4568427449
844	0.4566066713
845	0.4564643649
846	0.4562133475
847	0.4560105953
848	0.4559103488
849	0.4557530998
850	0.4555401932
851	0.4553168686
852	0.4551171642
853	0.4549553927
854	0.4547472242
855	0.4545582319
856	0.4543639402
857	0.4540738536
858	0.4538433494
859	0.4537035832
860	0.4534837223
861	0.4531092931
862	0.4528861001
863	0.4526754066
864	0.4525204018
865	0.4524265991
866	0.4522999103
867	0.4521554378
868	0.4520517813
869	0.4518615677
870	0.4516305955
871	0.4515256601
872	0.4512174798
873	0.4510330611
874	0.4508969222
875	0.4506546365
876	0.4505159103
877	0.4503388571
878	0.4502130245
879	0.4500537423
880	0.4499085294
881	0.4498339479
882	0.449639084
883	0.449508049
884	0.4493069662
885	0.4491084138
886	0.4489812292
887	0.4487979651
888	0.4485067532
889	0.4484102693
890	0.4482028241
891	0.4480595088
892	0.4478017998
893	0.4477062116
894	0.4474988009
895	0.4471666641
896	0.4469297473
897	0.4467552486
898	0.4466232989
899	0.4464589798
900	0.4462587869
901	0.4461214182
902	0.4459526605
903	0.4456439681
904	0.4453944762
905	0.4452243488
906	0.4450692071
907	0.4449183757
908	0.4447929512
909	0.4446132197
910	0.4445031656
911	0.4443968538
912	0.4443016402
913	0.4441513041
914	0.4439867972
915	0.4438033834
916	0.44364698
917	0.4435125543
918	0.4432277341
919	0.4430586381
920	0.44288763
921	0.4427857594
922	0.4426823493
923	0.4425173685
924	0.4423529222
925	0.4422280893
926	0.4421140533
927	0.4419290856
928	0.4416739348
929	0.441531581
930	0.4413759001
931	0.4412351981
932	0.4411430603
933	0.441029239
934	0.4408929894
935	0.4407608947
936	0.4406193414
937	0.4403527575
938	0.440080896
939	0.4398518885
940	0.4397098613
941	0.439631993
942	0.4392593842
943	0.4390779178
944	0.4389225157
945	0.4386938063
946	0.4384483874
947	0.4382812549
948	0.4380760814
949	0.4378665572
950	0.4376494439
951	0.4374905492
952	0.4372464086
953	0.4370351842
954	0.4369181521
955	0.4367212638
956	0.4366024281
957	0.4364043961
958	0.4362469
959	0.4360765919
960	0.4359472949
961	0.4357400347
962	0.4356233234
963	0.4354404968
964	0.4352163819
965	0.4350947094
966	0.4349126437
967	0.4346582969
968	0.4344730991
969	0.4342866278
970	0.4340783237
971	0.4339410164
972	0.4337754549
973	0.4334955646
974	0.4332830672
975	0.4331093025
976	0.4329263312
977	0.4326488199
978	0.4324296488
979	0.4322832083
980	0.4319734886
981	0.4318546996
982	0.4317104811
983	0.431593383
984	0.4314393265
985	0.4313135348
986	0.4311417303
987	0.4310417491
988	0.4309058496
989	0.4307377434
990	0.4306544514
991	0.4305177798
992	0.4303318573
993	0.4302227664
994	0.4300227967
995	0.4298784246
996	0.4297066006
997	0.4295758555
998	0.42950726
999	0.42937756
