start_time,end_time,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
0,5,-360.2143249511719,84.70020294189453,17.630168914794922,27.797460556030273,11.820137977600098,10.640985488891602,4.385724067687988,10.750091552734375,-1.4621838331222534,-1.5714906454086304,-2.1463396549224854,-2.7740330696105957,0.7819176912307739,0
5,10,-207.3332977294922,70.11946105957031,13.030911445617676,34.819671630859375,11.493738174438477,22.08401870727539,-4.799814224243164,-2.4400386810302734,-0.6245045065879822,3.684988498687744,-1.9157718420028687,-2.817436456680298,-3.973801851272583,0
10,15,-160.2664337158203,67.4172134399414,7.515807628631592,27.55677032470703,8.375720977783203,20.65384292602539,6.9057087898254395,11.069503784179688,1.0662529468536377,5.21588659286499,-1.3181926012039185,0.822681188583374,-1.5250011682510376,0
