start_time,end_time,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,snoring_intensity,nasal_airflow_proxy,spectral_centroid,label
0,5,-285.158447265625,67.37197875976562,-17.400705337524414,8.3555908203125,3.119361162185669,2.9606034755706787,-2.2002954483032227,14.263721466064453,12.494208335876465,1.6450234651565552,2.529898166656494,14.855049133300781,1.675747036933899,0.1343341,0.07153164808917198,1562.2082000726818,Apnea
5,10,-197.80369567871094,69.76439666748047,-23.03119468688965,8.055920600891113,4.420337200164795,5.608147621154785,-4.3465986251831055,11.552451133728027,10.014415740966797,1.8306148052215576,-1.444754958152771,10.646838188171387,-1.1591264009475708,0.06398968,0.12112174064490445,1908.5176668255847,Apnea
10,15,1.3409806489944458,66.93228149414062,-18.382116317749023,7.386572360992432,6.131237030029297,3.764981269836426,-0.7705337405204773,16.24382781982422,5.431349277496338,2.0282721519470215,1.7170332670211792,12.117084503173828,-4.365114688873291,0.24501358,0.10347830414012739,1982.9973125124134,Normal
